Epoch,sequential
1,1.3193353414535522
2,1.319787859916687
3,1.3196609020233154
4,1.320090413093567
5,1.3210257291793823
6,1.321405053138733
7,1.3228615522384644
8,1.3239415884017944
9,1.3249539136886597
10,1.3252925872802734
