Epoch,sequential
1,1.3316513299942017
2,1.3091166019439697
3,1.3006491661071777
4,1.2944490909576416
5,1.2935642004013062
6,1.2985801696777344
7,1.3080328702926636
8,1.3082772493362427
9,1.3109567165374756
