Epoch,sequential
1,1.4527206420898438
2,1.454039454460144
3,1.4550061225891113
4,1.45633864402771
5,1.4588377475738525
6,1.460526704788208
7,1.4616283178329468
8,1.4623163938522339
9,1.462682843208313
