Epoch,train_loss,test_loss,test_acc,test_prec,test_rec,test_f1
1,0.24031903404897578,0.031299620157725826,0.9938299817184644,0.993001235076163,0.9958711808422791,0.9944341372912802
2,0.04592732988746889,0.04395305188246311,0.9947440585009141,0.9930127414714345,0.9975227085053675,0.9952626158599382
3,0.029206705906321333,0.030303141658925708,0.9963436928702011,0.9966969446738233,0.9966969446738233,0.9966969446738233
4,0.01446510348547315,0.03607173166647866,0.9974862888482633,0.9979347377116894,0.9975227085053675,0.9977286805698947
5,0.007951409904628037,0.06901778988296098,0.995201096892139,0.9930184804928132,0.9983484723369116,0.9956763434218654
6,0.002926893001387989,0.05489397182368794,0.9958866544789763,0.9946502057613169,0.9979355904211396,0.9962901896125309
