Epoch,train_loss,test_loss,test_acc,test_prec,test_rec,test_f1
1,0.17309760329205073,0.04005716695531231,0.9904021937842779,0.9885057471264368,0.9942196531791907,0.9913544668587896
2,0.031194114668783055,0.02086552382156631,0.9940585009140768,0.9938169826875515,0.9954582989265071,0.9946369636963697
3,0.019096850699586037,0.022969813187507723,0.995201096892139,0.9950515463917525,0.9962840627580511,0.9956674231483392
4,0.009675267161547858,0.024061941116035112,0.9958866544789763,0.9987551867219917,0.9938067712634187,0.9962748344370861
5,0.00875514446248346,0.028050220927037815,0.995201096892139,0.9950515463917525,0.9962840627580511,0.9956674231483392
6,0.0034980849401744334,0.025041040317385035,0.9956581352833638,0.9954639175257732,0.9966969446738233,0.996080049515164
7,0.0030908402153753856,0.025058105660672732,0.9958866544789763,0.9958745874587459,0.9966969446738233,0.9962855963681386
8,0.0017553277223324912,0.025196503411115227,0.9956581352833638,0.9962825278810409,0.9958711808422791,0.9960768118934544
