Epoch,sequential
1,1.2354283332824707
2,1.1406077146530151
3,1.1021629571914673
4,1.0783408880233765
5,1.062757968902588
6,1.0542727708816528
7,1.053085446357727
8,1.0675936937332153
9,1.0761988162994385
10,1.0811951160430908
